Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date
300408,205590,Business,59172,1973,28586,Recurring Deposit,05-05-2023
300409,207373,Business,55449,1591,36972,Recurring Deposit,14-05-2024
300410,206310,Savings,91658,4288,47004,Mutual Fund,17-04-2024
300411,205085,Savings,43894,2639.256382,39835,Fixed Deposit,15-04-2023
300412,200959,Current,4492,1827,35618,Mutual Fund,07-06-2022
300413,205130,Business,68130,2242,26652,Mutual Fund,11-08-2022
300414,209598,Current,2944,4598,40182,Recurring Deposit,30-11-2024
300415,204604,Current,51707,858,36665,Mutual Fund,08-01-2024
300416,208755,Business,9879,454,21227,Mutual Fund,24-05-2023
300417,200724,Business,11325,353.1925724,16777,Fixed Deposit,28-05-2022
300418,207221,Current,95867,197,4820,Fixed Deposit,26-03-2022
300419,208438,Current,69494,3254,35004,Mutual Fund,21-08-2023
300420,202628,Current,42533,421,37561,Mutual Fund,10-10-2022
300421,206283,Business,47093,3045,20251,Fixed Deposit,04-12-2024
300422,208596,Savings,38992,2545,13451,Fixed Deposit,01-05-2023
300423,201247,Business,81049,1078.348799,12874,Mutual Fund,27-11-2022
300424,202394,Current,76984,3717,16033,Mutual Fund,05-02-2024
300425,204958,Savings,96300,3678.789322,27849,Mutual Fund,25-07-2024
300426,206517,Business,67446,4105,25493,Recurring Deposit,14-01-2024
300427,201227,Savings,12326,4415,46476,Fixed Deposit,08-08-2024
300428,208824,Savings,6290,2809,37545,Fixed Deposit,05-04-2022
300429,206435,Current,59138,1604,45456,Recurring Deposit,10-09-2022
300430,206420,Business,32101,841,29495,Fixed Deposit,15-07-2022
300431,206142,Business,48932,1367,5507,Recurring Deposit,26-02-2025
300432,208850,Savings,18717,3138,49437,Fixed Deposit,07-11-2022
300433,207504,Business,82594,540,10373,Mutual Fund,15-07-2024
300434,201123,Business,52947,2865,31238,Recurring Deposit,15-05-2022
300435,206300,Business,92135,1388,27597,Recurring Deposit,15-10-2023
300436,209075,Business,46684,1890,47178,Mutual Fund,10-09-2024
300437,208888,Current,99466,2176,14254,Recurring Deposit,26-07-2024
300438,208906,Current,65080,1064,22329,Fixed Deposit,06-11-2022
300439,206290,Business,48607,525,27543,Recurring Deposit,17-01-2024
300440,203989,Business,61680,872.5161486,48289,Mutual Fund,04-10-2022
300441,200241,Business,93010,2570,7228,Recurring Deposit,24-05-2022
300442,204274,Business,62945,2603,30279,Fixed Deposit,12-07-2023
300443,202227,Business,88101,3809,2615,Mutual Fund,08-10-2023
300444,207024,Current,37606,1967,39161,Recurring Deposit,21-05-2022
300445,209531,Savings,53329,4301,43977,Recurring Deposit,27-09-2023
300446,209935,Savings,60203,4344,35581,Mutual Fund,10-02-2023
300447,206352,Savings,92279,1426,9474,Mutual Fund,12-02-2025
300448,207655,Current,21879,4972,32819,Fixed Deposit,12-04-2023
300449,207414,Current,61380,2970,13264,Recurring Deposit,20-01-2025
300450,209652,Business,31559,190,26835,Mutual Fund,27-08-2022
300451,206686,Current,79367,474.2500968,47012,Fixed Deposit,21-09-2023
300452,208578,Current,9549,4639,26831,Mutual Fund,06-08-2024
300453,205400,Business,46542,2178,28465,Recurring Deposit,12-12-2023
300454,201441,Business,59599,1216.01029,5259,Recurring Deposit,09-11-2024
300455,208992,Business,11277,4001,33198,Fixed Deposit,16-11-2022
300456,200606,Savings,18062,998,24410,Fixed Deposit,23-03-2023
300457,203109,Savings,83365,1053,33898,Mutual Fund,28-11-2022
300458,200365,Business,16806,3239,34867,Recurring Deposit,21-12-2022
300459,207343,Business,35408,1190,10439,Recurring Deposit,21-12-2023
300460,204041,Savings,72695,3751,23078,Recurring Deposit,28-04-2022
300461,209176,Business,91165,285,3418,Fixed Deposit,24-12-2022
300462,201124,Business,25317,2673,17733,Fixed Deposit,19-08-2023
300463,207996,Savings,22228,237,38769,Recurring Deposit,20-12-2023
300464,208682,Current,37750,1585,39821,Recurring Deposit,24-01-2025
300465,203644,Business,83691,2100,9211,Mutual Fund,10-04-2023
300466,204224,Savings,24076,802,16374,Fixed Deposit,09-05-2023
300467,202026,Savings,43279,672,24956,Mutual Fund,23-11-2022
300468,200020,Savings,51750,273,11078,Fixed Deposit,14-03-2025
300469,208219,Current,41003,392,1402,Mutual Fund,04-09-2022
300470,205018,Business,90488,888,11218,Mutual Fund,05-11-2023
300471,207071,Business,16312,4156,4719,Mutual Fund,20-05-2022
300472,201453,Business,53705,3558,38289,Recurring Deposit,21-03-2024
300473,205256,Current,48991,1526,21077,Mutual Fund,01-03-2023
300474,206461,Savings,73367,306,19035,Fixed Deposit,25-01-2023
300475,204835,Savings,46653,2401,44501,Mutual Fund,05-03-2024
300476,205986,Business,93906,2939,33750,Recurring Deposit,15-09-2023
300477,201475,Current,78248,4619,46387,Recurring Deposit,08-07-2023
300478,200935,Savings,83228,1258,15608,Recurring Deposit,09-03-2023
300479,208426,Current,11385,2705,25937,Recurring Deposit,02-03-2023
300480,200034,Business,85774,2517,31731,Mutual Fund,26-04-2022
300481,208530,Current,56227,225,41572,Mutual Fund,09-01-2025
300482,203525,Business,41027,1522,14918,Fixed Deposit,15-01-2023
300483,209694,Current,6580,3663,41434,Fixed Deposit,29-11-2023
300484,205978,Current,86410,824,9060,Mutual Fund,12-08-2023
300485,207807,Savings,59785,3440.439315,44838,Fixed Deposit,27-05-2023
300486,200705,Savings,34550,186,36655,Fixed Deposit,06-07-2022
300487,204847,Current,15920,3688,24805,Fixed Deposit,28-05-2023
300488,204344,Savings,8014,3870,49058,Fixed Deposit,17-09-2023
300489,209316,Business,13050,2857,41495,Recurring Deposit,11-12-2024
300490,205334,Business,34751,4223,3257,Fixed Deposit,20-05-2024
300491,207467,Savings,16038,4214,13137,Mutual Fund,01-12-2023
300492,209791,Savings,91905,3688.987716,19548,Mutual Fund,08-02-2025
300493,204530,Savings,52376,4402,19629,Fixed Deposit,30-06-2024
300494,200238,Current,10973,1027,42115,Recurring Deposit,17-08-2023
300495,209339,Current,1771,761,20612,Recurring Deposit,02-05-2022
300496,204244,Business,73848,4497,9593,Recurring Deposit,16-09-2022
300497,202104,Current,16488,2870,15316,Fixed Deposit,30-04-2023
300498,203668,Savings,42548,2658,9810,Mutual Fund,23-12-2022
300499,204631,Current,18097,752,32830,Fixed Deposit,07-09-2024
300500,202162,Current,43064,2425,34592,Mutual Fund,07-05-2023
300501,206474,Current,93790,4177,21472,Mutual Fund,19-05-2022
300502,204461,Savings,47292,465,4811,Recurring Deposit,05-09-2022
300503,203565,Current,41030,2652,33563,Fixed Deposit,02-10-2024
300504,205368,Current,36938,4641,10754,Mutual Fund,25-01-2024
300505,202933,Current,28312,1195,22044,Mutual Fund,09-09-2023
300506,203108,Savings,50199,555,9204,Mutual Fund,21-07-2023
300507,200464,Current,48279,2260,3710,Mutual Fund,27-01-2024
300508,205340,Business,75126,3866,31442,Mutual Fund,17-10-2024
300509,202920,Business,27668,4628,45374,Recurring Deposit,23-05-2024
300510,200810,Savings,23841,4426,44559,Recurring Deposit,16-09-2022
300511,205909,Savings,38029,2709,44376,Mutual Fund,09-11-2023
300512,205978,Current,86506,2381,48689,Fixed Deposit,01-09-2024
300513,206629,Savings,88031,2717,24261,Mutual Fund,10-01-2023
300514,200398,Current,5976,3780,40609,Fixed Deposit,20-04-2023
300515,207700,Current,39359,3859,14534,Mutual Fund,28-05-2022
300516,201075,Current,38562,1987,3345,Recurring Deposit,27-01-2024
300517,207598,Current,28232,171,39934,Recurring Deposit,23-03-2022
300518,201862,Savings,93350,3011,27087,Fixed Deposit,05-06-2024
300519,200885,Business,93931,3055,40681,Mutual Fund,04-07-2024
300520,205538,Savings,65170,125,34485,Mutual Fund,19-02-2025
300521,202566,Current,99540,973,41231,Recurring Deposit,25-01-2025
300522,201673,Business,50968,2117,21854,Fixed Deposit,21-01-2023
300523,205259,Current,52135,3742,13697,Mutual Fund,07-10-2023
300524,206490,Current,75259,2999,8061,Fixed Deposit,19-01-2024
300525,201691,Current,62404,2519,19733,Recurring Deposit,07-07-2022
300526,204153,Current,86844,1016,25935,Mutual Fund,15-01-2025
300527,200657,Business,42644,3612,29369,Mutual Fund,15-08-2023
300528,203256,Savings,36472,3654,49839,Fixed Deposit,13-11-2024
300529,206321,Savings,26153,3417,42674,Recurring Deposit,21-07-2023
300530,204054,Savings,69017,1677,34645,Recurring Deposit,14-01-2025
300531,209702,Business,28077,2465,11575,Fixed Deposit,30-09-2022
300532,205246,Business,33536,4942,18897,Recurring Deposit,30-06-2023
300533,209260,Savings,69734,4225,1398,Recurring Deposit,16-05-2024
300534,206333,Business,46697,160,2255,Fixed Deposit,14-07-2023
300535,209577,Current,72670,1927,47207,Fixed Deposit,19-01-2025
300536,202614,Savings,62181,666,22842,Mutual Fund,15-12-2023
300537,200771,Current,38290,2407,35375,Recurring Deposit,09-08-2023
300538,202574,Business,88440,2930,34662,Recurring Deposit,06-12-2023
300539,202196,Current,73100,1322,4856,Mutual Fund,08-03-2025
300540,207933,Business,95643,4291,48352,Fixed Deposit,23-06-2023
300541,206357,Savings,4662,3780,11129,Recurring Deposit,29-07-2024
300542,204715,Savings,3329,1948,32809,Fixed Deposit,04-10-2022
300543,201997,Savings,30080,944,21847,Recurring Deposit,13-01-2023
300544,202082,Business,24966,3339,38655,Fixed Deposit,03-01-2024
300545,208963,Current,20357,3356.201887,42552,Mutual Fund,16-01-2025
300546,206363,Business,77144,169,40566,Recurring Deposit,30-10-2023
300547,201163,Current,74125,2654,49690,Mutual Fund,05-02-2025
300548,206941,Business,4707,1173,16194,Fixed Deposit,16-12-2022
300549,206408,Current,78396,3577.91672,21181,Recurring Deposit,01-11-2024
300550,204882,Savings,53321,1594,16662,Mutual Fund,21-08-2024
300551,205056,Current,33667,1531,42149,Fixed Deposit,01-07-2023
300552,203693,Current,24923,4715,24756,Mutual Fund,11-12-2023
300553,205676,Savings,32716,4636,2776,Fixed Deposit,19-07-2024
300554,200772,Business,21380,4137,44763,Mutual Fund,21-03-2022
300555,200723,Current,9151,2053,5194,Fixed Deposit,06-07-2023
300556,201218,Business,47096,3189,37735,Fixed Deposit,09-06-2023
300557,200705,Current,6732,1196,25923,Recurring Deposit,10-02-2023
300558,209473,Current,10285,2116,45233,Mutual Fund,17-01-2024
300559,204537,Business,54759,3697,34206,Recurring Deposit,06-09-2024
300560,200610,Current,73553,1226,26644,Mutual Fund,18-10-2024
300561,209923,Current,78668,2365,4799,Recurring Deposit,01-01-2025
300562,205054,Business,64725,1927,37198,Mutual Fund,03-08-2023
300563,209844,Business,99718,1159,14348,Fixed Deposit,12-03-2024
300564,207975,Business,80928,1326,31307,Recurring Deposit,05-02-2024
300565,209093,Business,22933,757,39327,Mutual Fund,05-02-2024
300566,204046,Current,77929,2162,23192,Mutual Fund,02-02-2025
300567,208036,Savings,11833,867,29153,Recurring Deposit,15-02-2023
300568,207531,Business,13337,3137,25001,Fixed Deposit,23-05-2024
300569,207314,Business,74659,4467,38817,Mutual Fund,25-03-2024
300570,208362,Current,50621,2223,26339,Mutual Fund,09-12-2022
300571,207880,Savings,34576,113,10780,Fixed Deposit,07-01-2025
300572,207122,Savings,56780,1055.493054,23376,Fixed Deposit,30-07-2022
300573,202399,Business,45889,164.3325405,27085,Recurring Deposit,04-06-2023
300574,204955,Business,37337,1121,27750,Fixed Deposit,29-05-2024
300575,201374,Savings,54392,4679,3955,Recurring Deposit,15-01-2025
300576,201596,Savings,1205,3473,27866,Fixed Deposit,28-11-2024
300577,209187,Business,55153,3699,12092,Mutual Fund,06-11-2024
300578,206284,Savings,7233,3300,22532,Fixed Deposit,23-08-2023
300579,200745,Current,27482,2828,48331,Fixed Deposit,13-08-2022
300580,205484,Savings,66705,1856,12370,Fixed Deposit,20-03-2023
300581,208934,Savings,55509,894,23244,Fixed Deposit,29-01-2025
300582,209685,Savings,60854,2209,23003,Fixed Deposit,16-07-2023
300583,203520,Savings,67959,229.6655066,12957,Recurring Deposit,04-03-2023
300584,203422,Current,96397,406,45591,Recurring Deposit,24-01-2023
300585,203155,Current,50571,728,37458,Recurring Deposit,04-11-2022
300586,202723,Savings,99700,1979,1695,Mutual Fund,27-04-2022
300587,204268,Savings,12450,4396,3536,Recurring Deposit,31-05-2022
300588,206025,Savings,24815,4292,33405,Mutual Fund,05-04-2023
300589,206061,Current,14398,2565,41097,Mutual Fund,28-03-2024
300590,204240,Business,55504,4945,34539,Mutual Fund,25-10-2024
300591,203522,Savings,36124,510,36295,Recurring Deposit,12-07-2022
300592,201171,Business,30386,712,26871,Fixed Deposit,26-02-2024
300593,206269,Current,48236,708,27947,Recurring Deposit,24-12-2023
300594,206029,Savings,64313,2441,33283,Recurring Deposit,23-11-2024
300595,209856,Current,15070,4998,30659,Recurring Deposit,31-08-2024
300596,202722,Savings,53985,1399,13008,Recurring Deposit,17-01-2023
300597,207633,Business,17114,2428,32961,Recurring Deposit,06-03-2025
300598,208874,Business,9471,4800,20174,Recurring Deposit,07-11-2023
300599,207242,Savings,71122,2070,19781,Fixed Deposit,26-04-2024
300600,201509,Savings,68530,293,19545,Recurring Deposit,01-12-2023
300601,207935,Business,51893,2704,27292,Fixed Deposit,04-04-2023
300602,202263,Current,63600,1897,8304,Mutual Fund,05-11-2022
300603,206886,Savings,75175,797,34193,Mutual Fund,03-01-2025
300604,202284,Current,56492,4012,33890,Fixed Deposit,21-02-2025
300605,202959,Savings,52065,4238,5149,Fixed Deposit,29-03-2022
300606,209848,Savings,28738,1907,16690,Mutual Fund,02-09-2022
300607,203266,Savings,62322,113,15200,Recurring Deposit,10-01-2024
300608,209465,Business,49776,4214,2432,Recurring Deposit,23-02-2023
300609,203518,Business,74548,4827.120798,40009,Fixed Deposit,19-12-2022
300610,206215,Savings,72740,3563,2114,Mutual Fund,06-03-2025
300611,202015,Current,42810,2451,14833,Recurring Deposit,02-06-2024
300612,209109,Savings,50223,4486,13529,Fixed Deposit,11-03-2024
300613,209143,Current,81694,1321,6060,Mutual Fund,07-06-2022
300614,207663,Savings,34219,4550,17779,Mutual Fund,02-08-2024
300615,208346,Current,82771,4462,3311,Fixed Deposit,12-04-2023
300616,208492,Current,70400,1023,17069,Fixed Deposit,25-09-2022
300617,208386,Savings,91310,1707,5439,Mutual Fund,28-02-2024
300618,207564,Savings,89887,4284,26368,Recurring Deposit,14-10-2022
300619,206352,Savings,54530,2077,3860,Mutual Fund,11-03-2024
300620,201437,Business,72655,1661,17558,Recurring Deposit,21-01-2025
300621,208924,Current,26750,4111,22693,Mutual Fund,23-06-2024
300622,203044,Savings,20495,1906,3262,Recurring Deposit,05-08-2024
300623,201451,Business,13658,1948,47150,Mutual Fund,01-10-2024
300624,207087,Savings,11232,2096,4290,Fixed Deposit,26-07-2023
300625,204709,Business,79300,2638,3412,Mutual Fund,06-02-2024
300626,201288,Business,5153,1764,33260,Fixed Deposit,27-10-2024
300627,203247,Current,36363,238,37576,Recurring Deposit,13-05-2024
300628,201375,Savings,32996,4471,41120,Recurring Deposit,12-01-2024
300629,204279,Business,9905,1666,44151,Mutual Fund,19-07-2024
300630,207491,Savings,48519,3919,38557,Fixed Deposit,11-02-2024
300631,203973,Current,77014,710,2406,Fixed Deposit,23-11-2022
300632,204594,Business,23911,3338,20359,Recurring Deposit,27-03-2024
300633,200999,Savings,62846,4642,29465,Mutual Fund,18-02-2024
300634,206338,Current,32911,4550,44976,Fixed Deposit,27-04-2023
300635,202042,Current,43415,3678.141128,38565,Fixed Deposit,09-04-2023
300636,201044,Business,9087,1046,47342,Mutual Fund,05-12-2024
300637,204893,Current,84668,1239,28963,Fixed Deposit,25-05-2023
300638,205688,Business,19732,1100,26382,Recurring Deposit,07-06-2024
300639,209270,Current,70484,3236,30772,Recurring Deposit,11-04-2024
300640,204399,Savings,15938,1331,47642,Mutual Fund,18-11-2024
300641,209749,Savings,41462,208,45934,Fixed Deposit,27-03-2023
300642,205260,Current,99885,1903,47548,Recurring Deposit,21-05-2023
300643,202136,Savings,15040,2303,34915,Fixed Deposit,02-02-2024
300644,202927,Current,44649,3939,6243,Recurring Deposit,19-07-2022
300645,201834,Current,97249,1112,34484,Recurring Deposit,07-06-2023
300646,207754,Current,19785,683,20619,Recurring Deposit,20-03-2023
300647,204400,Current,99944,1858,30195,Fixed Deposit,17-05-2023
300648,203819,Business,13920,2908,43311,Recurring Deposit,24-08-2023
300649,207384,Savings,40093,1233,13783,Mutual Fund,30-07-2023
300650,204379,Savings,82020,4225,6226,Mutual Fund,07-07-2024
300651,207529,Savings,17493,3162,10404,Fixed Deposit,24-07-2022
300652,207535,Business,69993,1542,37718,Recurring Deposit,21-10-2022
300653,208632,Current,29393,4553,45153,Mutual Fund,10-11-2022
300654,203954,Business,45995,4792,25811,Mutual Fund,15-03-2023
300655,209660,Savings,41150,1504,48094,Recurring Deposit,06-11-2023
300656,201962,Current,76878,875,29438,Fixed Deposit,03-03-2025
300657,203448,Current,30075,830,25860,Fixed Deposit,13-11-2022
300658,203567,Current,43554,388,45465,Fixed Deposit,16-02-2023
300659,207817,Savings,49159,1199,7807,Fixed Deposit,28-06-2022
300660,202894,Savings,60640,398,12413,Recurring Deposit,25-12-2023
300661,203010,Business,79629,1680,29171,Fixed Deposit,14-12-2023
300662,203863,Savings,46598,845,26423,Recurring Deposit,17-08-2023
300663,207325,Current,80516,4121,25768,Recurring Deposit,10-07-2024
300664,200744,Current,47817,3658,5978,Recurring Deposit,13-03-2024
300665,207392,Savings,33562,4310,26501,Fixed Deposit,26-12-2023
300666,200556,Current,3460,4074,35851,Fixed Deposit,25-06-2022
300667,203800,Current,47682,263,42705,Recurring Deposit,05-02-2023
300668,204725,Business,59334,2940,7566,Recurring Deposit,02-01-2024
300669,201851,Current,42790,2360,22177,Recurring Deposit,16-11-2023
300670,202356,Current,19166,392,21021,Recurring Deposit,13-09-2024
300671,203864,Savings,74697,495,9457,Recurring Deposit,05-03-2025
300672,204197,Savings,89912,2807.685513,11296,Mutual Fund,20-04-2022
300673,206275,Current,75259,2569,20659,Recurring Deposit,31-08-2024
300674,201883,Business,92806,1691,11318,Recurring Deposit,01-11-2023
300675,204297,Business,14342,3251,40675,Mutual Fund,30-03-2024
300676,207454,Current,46446,2084,40293,Mutual Fund,30-03-2022
300677,203843,Current,19655,1504,31749,Recurring Deposit,18-09-2023
300678,206437,Current,18910,539,34588,Recurring Deposit,27-06-2023
300679,208209,Current,42942,4492,43572,Fixed Deposit,16-11-2023
300680,200671,Business,77284,1574,24680,Mutual Fund,31-12-2023
